,FileName,CMin,CMax,RMin,RMax,ClassName
20,malaria/images/84c88143-940d-4b62-bbd2-7acc4cadcb6b.png,404,534,675,802,difficult
21,malaria/images/84c88143-940d-4b62-bbd2-7acc4cadcb6b.png,1037,1169,787,957,difficult
22,malaria/images/c6d97845-8ad2-4ab7-b385-66613628df5b.png,441,564,309,459,gametocyte
23,malaria/images/bbf687b5-c6f9-4821-b2e5-a25df1acba47.png,421,556,564,702,gametocyte
24,malaria/images/67acd5bc-4658-4c6e-a9b9-cd8ea3a03418.png,618,735,311,422,difficult
25,malaria/images/065af549-320a-4862-b92a-8ef750d7b5fb.png,1223,1389,224,346,trophozoite
26,malaria/images/065af549-320a-4862-b92a-8ef750d7b5fb.png,258,424,390,538,trophozoite
27,malaria/images/e61e6af2-7f8b-47b0-bbe7-acb2ed0299ab.png,1479,1565,948,1047,leukocyte
28,malaria/images/e61e6af2-7f8b-47b0-bbe7-acb2ed0299ab.png,45,199,588,712,trophozoite
29,malaria/images/e61e6af2-7f8b-47b0-bbe7-acb2ed0299ab.png,143,293,637,762,trophozoite
30,malaria/images/e61e6af2-7f8b-47b0-bbe7-acb2ed0299ab.png,717,839,370,490,trophozoite
31,malaria/images/e61e6af2-7f8b-47b0-bbe7-acb2ed0299ab.png,1298,1454,312,518,trophozoite
32,malaria/images/dcc1a193-7b74-44f8-ad8d-813751d8fa6b.png,1108,1224,656,774,trophozoite
33,malaria/images/dcc1a193-7b74-44f8-ad8d-813751d8fa6b.png,146,230,708,875,gametocyte
34,malaria/images/27fab82c-5bf0-426f-aeb9-47da829b6629.png,324,454,879,1002,ring
35,malaria/images/27fab82c-5bf0-426f-aeb9-47da829b6629.png,712,832,922,1055,gametocyte
36,malaria/images/c7a2d648-47cb-4b39-afa4-1b7fcfe51934.png,670,810,969,1103,difficult
37,malaria/images/dce55b59-c6c3-4693-aa75-6b348c8f52cd.png,818,948,354,473,ring
38,malaria/images/dce55b59-c6c3-4693-aa75-6b348c8f52cd.png,1117,1237,875,1047,trophozoite
39,malaria/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1451,1549,320,424,leukocyte
40,malaria/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,201,339,158,296,trophozoite
41,malaria/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,238,394,338,408,trophozoite
42,malaria/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,336,441,725,879,trophozoite
43,malaria/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,406,599,1007,1132,trophozoite
44,malaria/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1245,1346,975,1110,trophozoite
45,malaria/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,832,984,727,826,trophozoite
46,malaria/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1219,1318,824,931,trophozoite
47,malaria/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1121,1239,676,815,trophozoite
48,malaria/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,1185,1331,32,201,trophozoite
49,malaria/images/edcb4d77-a4d3-465d-9b59-eb3087766b1c.png,225,349,400,485,trophozoite
50,malaria/images/4411fea2-d785-4eeb-80c6-c739ab6114c4.png,231,388,729,860,ring
51,malaria/images/5ff7c0c8-d208-4e7d-958d-ca3c2260ff39.png,282,443,620,780,leukocyte
52,malaria/images/6d91d1f0-636b-4f5a-a526-7c17fc857190.png,853,960,511,661,ring
53,malaria/images/5f17d2fb-22fa-4aa6-9dad-6a1d50c03815.png,392,553,728,872,difficult
54,malaria/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,760,891,443,589,trophozoite
55,malaria/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,141,284,302,439,trophozoite
56,malaria/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,1416,1521,192,317,trophozoite
57,malaria/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,824,950,0,131,trophozoite
58,malaria/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,828,911,246,332,trophozoite
59,malaria/images/7094c11a-1e62-4f98-894e-d17d138a88e9.png,1224,1346,633,774,trophozoite
60,malaria/images/8855c685-5a8c-4967-a356-942ed89e3471.png,73,218,511,652,difficult
61,malaria/images/02ea7aa8-c142-4a3d-939f-e77689741341.png,431,590,70,218,schizont
62,malaria/images/02ea7aa8-c142-4a3d-939f-e77689741341.png,1053,1219,556,715,schizont
63,malaria/images/f3bd0fcc-647d-4ca0-8c43-a16bd6ea3878.png,668,801,274,427,trophozoite
64,malaria/images/f3bd0fcc-647d-4ca0-8c43-a16bd6ea3878.png,116,272,197,343,difficult
65,malaria/images/f3bd0fcc-647d-4ca0-8c43-a16bd6ea3878.png,1325,1434,344,484,schizont
66,malaria/images/5bf91ff9-80df-49c0-9c3e-599357d95530.png,17,129,26,171,difficult
67,malaria/images/5bf91ff9-80df-49c0-9c3e-599357d95530.png,843,976,593,753,trophozoite
68,malaria/images/5bf91ff9-80df-49c0-9c3e-599357d95530.png,1197,1317,763,932,trophozoite
69,malaria/images/a89cace5-c818-4f23-a432-052b3433b81e.png,77,195,492,635,trophozoite
70,malaria/images/a89cace5-c818-4f23-a432-052b3433b81e.png,734,856,321,526,trophozoite
71,malaria/images/a89cace5-c818-4f23-a432-052b3433b81e.png,39,267,883,1008,trophozoite
72,malaria/images/e79bd81b-f878-4bee-9be2-d91a722c031e.png,1007,1149,726,857,trophozoite
73,malaria/images/e79bd81b-f878-4bee-9be2-d91a722c031e.png,607,749,245,399,trophozoite
74,malaria/images/e79bd81b-f878-4bee-9be2-d91a722c031e.png,1322,1459,184,324,trophozoite
75,malaria/images/e79bd81b-f878-4bee-9be2-d91a722c031e.png,383,496,687,791,trophozoite
76,malaria/images/e79bd81b-f878-4bee-9be2-d91a722c031e.png,485,610,394,510,trophozoite
77,malaria/images/e79bd81b-f878-4bee-9be2-d91a722c031e.png,657,818,861,1029,trophozoite
78,malaria/images/521a26aa-0a31-4c07-b4d0-fac08eb08344.png,322,522,595,807,leukocyte
79,malaria/images/a1c140f9-75d7-42a3-b767-4c01a118892b.png,746,897,402,539,leukocyte
80,malaria/images/14efbfc8-39f6-4599-9994-a8cc95605b9c.png,967,1122,161,320,difficult
81,malaria/images/729a38d6-66db-48e5-a00d-7d90d224290f.png,427,573,864,1033,trophozoite
82,malaria/images/c3215597-a032-46be-9058-d6de1e5191d7.png,1258,1425,865,1020,difficult
83,malaria/images/96596a68-8c95-43f3-b74e-e9506c235144.png,794,907,278,410,ring
84,malaria/images/96596a68-8c95-43f3-b74e-e9506c235144.png,656,775,943,1054,ring
85,malaria/images/b901c906-91be-48c4-88ec-2c527544a258.png,693,835,472,607,schizont
86,malaria/images/fd1302e2-3cd2-4a1a-9c13-00f810a9c41b.png,610,726,789,895,ring
87,malaria/images/ad36bd67-594b-4f63-93e3-886af0bc618e.png,172,329,760,880,ring
88,malaria/images/8bd71314-e38a-4670-bb25-5cd6c9acb595.png,589,715,444,572,ring
89,malaria/images/8bd71314-e38a-4670-bb25-5cd6c9acb595.png,567,695,265,383,ring
90,malaria/images/dacf7e3f-1d8c-42a0-8539-3abe3971c956.png,1094,1213,204,357,ring
91,malaria/images/3e764461-22ee-44d3-925d-cd658ff7d154.png,791,910,504,616,leukocyte
92,malaria/images/3e764461-22ee-44d3-925d-cd658ff7d154.png,9,143,153,283,trophozoite
93,malaria/images/3e764461-22ee-44d3-925d-cd658ff7d154.png,1166,1307,642,869,trophozoite
94,malaria/images/3e764461-22ee-44d3-925d-cd658ff7d154.png,1454,1583,248,376,ring
95,malaria/images/3e764461-22ee-44d3-925d-cd658ff7d154.png,162,336,336,522,trophozoite
96,malaria/images/3e764461-22ee-44d3-925d-cd658ff7d154.png,327,458,408,511,trophozoite
97,malaria/images/3e764461-22ee-44d3-925d-cd658ff7d154.png,464,588,727,879,trophozoite
98,malaria/images/73dd09d3-2bff-4b5e-b996-9da0b8b54a8f.png,411,557,154,287,difficult
99,malaria/images/f09acb0c-b270-4e91-99f8-410adfa7f34a.png,396,525,815,940,ring
100,malaria/images/e02edd82-c424-4dee-98a7-575640655d9b.png,562,700,447,583,difficult
101,malaria/images/ac3358f1-ef9a-4ccc-b66c-da5e47e352e0.png,130,268,192,295,ring
102,malaria/images/882b91b7-5906-4091-bad4-688d4375eeb5.png,1239,1384,585,707,trophozoite
103,malaria/images/882b91b7-5906-4091-bad4-688d4375eeb5.png,1113,1245,833,949,trophozoite
104,malaria/images/882b91b7-5906-4091-bad4-688d4375eeb5.png,300,431,77,223,trophozoite
105,malaria/images/882b91b7-5906-4091-bad4-688d4375eeb5.png,472,627,668,793,trophozoite
106,malaria/images/882b91b7-5906-4091-bad4-688d4375eeb5.png,702,824,881,1044,trophozoite
107,malaria/images/882b91b7-5906-4091-bad4-688d4375eeb5.png,599,706,900,1078,trophozoite
108,malaria/images/882b91b7-5906-4091-bad4-688d4375eeb5.png,86,254,678,851,trophozoite
109,malaria/images/84041bf9-dace-4066-9fe0-52170d08f826.png,758,879,839,971,trophozoite
110,malaria/images/84041bf9-dace-4066-9fe0-52170d08f826.png,96,242,857,980,ring
111,malaria/images/84041bf9-dace-4066-9fe0-52170d08f826.png,1012,1150,639,766,trophozoite
112,malaria/images/84041bf9-dace-4066-9fe0-52170d08f826.png,1341,1484,654,755,trophozoite
113,malaria/images/84041bf9-dace-4066-9fe0-52170d08f826.png,267,404,541,657,trophozoite
114,malaria/images/cf90d82f-2814-4fb7-a3ff-a86b7c5efca7.png,709,843,816,954,trophozoite
115,malaria/images/98efca97-37d2-4459-aca6-375ecc0c4539.png,1310,1433,505,654,ring
116,malaria/images/f1de7c7e-e7d3-45ae-a66c-58538bf6cac1.png,857,1024,716,877,schizont
117,malaria/images/f1de7c7e-e7d3-45ae-a66c-58538bf6cac1.png,160,290,204,343,gametocyte
118,malaria/images/9615ff33-b3fc-4d1e-9c05-0b8e3ef936df.png,867,987,740,880,difficult
119,malaria/images/a2d07312-2f97-40d2-8b09-7f2aca7b16fb.png,381,544,98,240,schizont
120,malaria/images/b91b1641-ee06-44d8-94cc-24cdb583cc37.png,837,988,185,323,trophozoite
121,malaria/images/b91b1641-ee06-44d8-94cc-24cdb583cc37.png,1243,1394,609,738,trophozoite
122,malaria/images/3fa1a4e3-c80d-49da-8f7b-a1abb0424f48.png,921,1057,184,308,trophozoite
123,malaria/images/3fa1a4e3-c80d-49da-8f7b-a1abb0424f48.png,1022,1131,732,849,ring
124,malaria/images/3fa1a4e3-c80d-49da-8f7b-a1abb0424f48.png,118,267,667,774,ring
125,malaria/images/755e5bf8-e8e1-492b-a32f-f7d87cccaa40.png,783,922,663,810,schizont
126,malaria/images/755e5bf8-e8e1-492b-a32f-f7d87cccaa40.png,896,1051,326,482,difficult
127,malaria/images/755e5bf8-e8e1-492b-a32f-f7d87cccaa40.png,1081,1280,878,1013,schizont
128,malaria/images/2cc3c4ad-670f-41b6-8910-0704cbc192ef.png,1187,1312,199,326,ring
129,malaria/images/2cc3c4ad-670f-41b6-8910-0704cbc192ef.png,1061,1160,807,950,ring
130,malaria/images/b7d0ae11-a393-4aec-8f68-6ba07147f78a.png,1096,1219,753,913,trophozoite
131,malaria/images/b7d0ae11-a393-4aec-8f68-6ba07147f78a.png,945,1061,535,694,trophozoite
132,malaria/images/b7f1a1eb-c150-4456-9c47-e7db8a5cb77a.png,102,248,858,999,difficult
133,malaria/images/a777e78c-ad1f-4380-9ab2-b4f9f32b2d78.png,203,396,441,535,trophozoite
134,malaria/images/a777e78c-ad1f-4380-9ab2-b4f9f32b2d78.png,1084,1258,0,105,trophozoite
135,malaria/images/a777e78c-ad1f-4380-9ab2-b4f9f32b2d78.png,1061,1221,86,177,trophozoite
136,malaria/images/a777e78c-ad1f-4380-9ab2-b4f9f32b2d78.png,892,1057,237,385,trophozoite
137,malaria/images/16a51468-9f93-45df-9ae2-5a74c25c5a4b.png,395,539,263,400,schizont
138,malaria/images/729733ff-a349-4a96-b636-ccabe7d7e167.png,573,724,122,253,trophozoite
139,malaria/images/729733ff-a349-4a96-b636-ccabe7d7e167.png,1471,1584,798,916,trophozoite
140,malaria/images/729733ff-a349-4a96-b636-ccabe7d7e167.png,54,172,836,963,trophozoite
141,malaria/images/729733ff-a349-4a96-b636-ccabe7d7e167.png,1,101,106,201,trophozoite
142,malaria/images/06df7bbe-60d4-4f7c-ba4a-5a42ac4be91b.png,752,923,168,311,difficult
143,malaria/images/716273ea-19c4-49af-8604-df587b295eca.png,253,380,258,449,trophozoite
144,malaria/images/716273ea-19c4-49af-8604-df587b295eca.png,551,680,692,830,difficult
145,malaria/images/716273ea-19c4-49af-8604-df587b295eca.png,1330,1459,320,509,difficult
146,malaria/images/75579b27-8191-4044-859b-268be969c42b.png,1162,1346,394,525,schizont
147,malaria/images/eb6e8684-b84e-483d-b835-f59286d2516b.png,205,336,715,814,ring
148,malaria/images/75c243e2-610d-4d5a-bc5a-4c53d99d9ae9.png,1302,1445,762,907,difficult
149,malaria/images/afa470d9-c74c-41cd-b4dc-7bf93fde8263.png,120,243,1022,1154,ring
150,malaria/images/d3dcdf92-9328-4796-adf4-918646877ba1.png,826,940,529,692,trophozoite
151,malaria/images/21a50e4c-b750-46b5-801f-5429ede7dea9.png,929,1079,848,991,trophozoite
152,malaria/images/143f5959-5b6d-4f95-bcee-9e110450fc22.png,703,799,550,670,ring
153,malaria/images/a30da226-b452-408a-a556-bfae4d521464.png,1360,1484,327,443,trophozoite
154,malaria/images/a30da226-b452-408a-a556-bfae4d521464.png,249,394,771,877,trophozoite
155,malaria/images/a30da226-b452-408a-a556-bfae4d521464.png,616,746,943,1063,trophozoite
156,malaria/images/a30da226-b452-408a-a556-bfae4d521464.png,304,442,555,716,trophozoite
157,malaria/images/a30da226-b452-408a-a556-bfae4d521464.png,592,752,555,693,trophozoite
158,malaria/images/e0e6b676-c39c-4542-8adf-de257a8e92e2.png,804,911,514,689,schizont
159,malaria/images/97eff653-3908-4e66-931f-eab36bc336c8.png,1052,1176,340,506,difficult
160,malaria/images/72732579-a812-4496-b2dd-ea1556924337.png,882,1074,972,1165,trophozoite
161,malaria/images/72732579-a812-4496-b2dd-ea1556924337.png,354,517,23,163,trophozoite
162,malaria/images/72732579-a812-4496-b2dd-ea1556924337.png,297,381,449,573,trophozoite
163,malaria/images/72732579-a812-4496-b2dd-ea1556924337.png,136,299,480,619,trophozoite
164,malaria/images/72732579-a812-4496-b2dd-ea1556924337.png,1244,1355,150,283,trophozoite
165,malaria/images/72732579-a812-4496-b2dd-ea1556924337.png,1398,1557,551,678,trophozoite
166,malaria/images/72732579-a812-4496-b2dd-ea1556924337.png,607,759,175,326,trophozoite
167,malaria/images/72732579-a812-4496-b2dd-ea1556924337.png,755,925,349,485,trophozoite
168,malaria/images/72732579-a812-4496-b2dd-ea1556924337.png,712,866,444,594,trophozoite
169,malaria/images/72732579-a812-4496-b2dd-ea1556924337.png,657,820,757,888,trophozoite
170,malaria/images/72732579-a812-4496-b2dd-ea1556924337.png,682,848,963,1106,trophozoite
171,malaria/images/c147584d-4c61-412a-bdaf-b02b22c18708.png,421,544,1009,1155,schizont
172,malaria/images/c147584d-4c61-412a-bdaf-b02b22c18708.png,1023,1167,736,903,difficult
173,malaria/images/c147584d-4c61-412a-bdaf-b02b22c18708.png,603,749,49,218,schizont
174,malaria/images/27cdd837-e40f-491e-8adb-61e493189832.png,1254,1413,688,833,trophozoite
175,malaria/images/27cdd837-e40f-491e-8adb-61e493189832.png,302,427,733,876,difficult
176,malaria/images/effd6334-516f-4d48-9f3c-5272a99780fb.png,1165,1268,80,194,ring
177,malaria/images/f4a27dfd-4c52-459f-96b5-ee6b452a3395.png,141,254,210,416,schizont
178,malaria/images/f06ba705-5509-479b-8067-127ffb37c5b6.png,988,1153,384,547,difficult
179,malaria/images/1ecb0405-a6e9-4485-819e-2fbbf2b718aa.png,129,267,180,349,trophozoite
180,malaria/images/1ecb0405-a6e9-4485-819e-2fbbf2b718aa.png,584,702,263,406,trophozoite
181,malaria/images/1ecb0405-a6e9-4485-819e-2fbbf2b718aa.png,862,1003,439,603,trophozoite
182,malaria/images/1ecb0405-a6e9-4485-819e-2fbbf2b718aa.png,1305,1476,451,627,trophozoite
183,malaria/images/640c4a52-3742-4f57-aee3-9e3dc0887622.png,852,988,649,798,trophozoite
184,malaria/images/640c4a52-3742-4f57-aee3-9e3dc0887622.png,288,386,427,583,trophozoite
185,malaria/images/672e4ecf-a56b-462e-b83b-76f4efaa6634.png,303,447,608,741,trophozoite
186,malaria/images/672e4ecf-a56b-462e-b83b-76f4efaa6634.png,152,276,94,225,trophozoite
187,malaria/images/672e4ecf-a56b-462e-b83b-76f4efaa6634.png,696,859,999,1106,trophozoite
188,malaria/images/672e4ecf-a56b-462e-b83b-76f4efaa6634.png,1326,1428,920,1045,difficult
189,malaria/images/e36cb882-c6d0-4467-812e-d18c169a9a47.png,215,328,782,906,trophozoite
190,malaria/images/b21f6c6e-4b45-407a-b4c7-034a115f3ee4.png,62,210,891,1028,ring
191,malaria/images/b21f6c6e-4b45-407a-b4c7-034a115f3ee4.png,209,315,552,669,trophozoite
192,malaria/images/b21f6c6e-4b45-407a-b4c7-034a115f3ee4.png,1268,1386,250,432,trophozoite
193,malaria/images/a9feccda-18f2-405e-9aa1-409fa1f49fe4.png,233,358,837,961,ring
194,malaria/images/a9feccda-18f2-405e-9aa1-409fa1f49fe4.png,924,1041,50,174,ring
195,malaria/images/a9feccda-18f2-405e-9aa1-409fa1f49fe4.png,1155,1268,298,433,ring
196,malaria/images/c776eb78-3323-4571-b39f-7ffc73ae63ce.png,771,879,807,931,ring
197,malaria/images/8be185e7-2a1a-441c-a5c7-b50a9eb926cb.png,128,264,244,360,trophozoite
198,malaria/images/8be185e7-2a1a-441c-a5c7-b50a9eb926cb.png,1151,1290,401,528,trophozoite
199,malaria/images/64a678d4-9048-4491-90c7-1924f38be19a.png,318,464,569,743,trophozoite
200,malaria/images/56551792-4aa1-4301-9f8f-8bfebcd20050.png,292,411,302,456,schizont
201,malaria/images/56551792-4aa1-4301-9f8f-8bfebcd20050.png,1203,1322,327,494,schizont
202,malaria/images/56551792-4aa1-4301-9f8f-8bfebcd20050.png,456,576,400,554,trophozoite
203,malaria/images/89f10192-d3dd-4996-a571-4c851dbdc983.png,419,581,220,366,trophozoite
204,malaria/images/76dbce7f-dc3e-4a29-b1fe-ab9dce583080.png,1288,1403,797,912,ring
205,malaria/images/071901eb-4c3f-404b-a747-3d0b9d0a5158.png,130,238,62,170,leukocyte
206,malaria/images/071901eb-4c3f-404b-a747-3d0b9d0a5158.png,1029,1174,437,577,difficult
207,malaria/images/071901eb-4c3f-404b-a747-3d0b9d0a5158.png,1102,1229,1019,1163,difficult
208,malaria/images/071901eb-4c3f-404b-a747-3d0b9d0a5158.png,700,875,809,958,trophozoite
209,malaria/images/071901eb-4c3f-404b-a747-3d0b9d0a5158.png,911,1014,883,1037,trophozoite
210,malaria/images/071901eb-4c3f-404b-a747-3d0b9d0a5158.png,823,971,421,546,trophozoite
211,malaria/images/21cc498b-8cb2-42ed-8f80-bfa27b86ef11.png,170,302,446,582,schizont
212,malaria/images/9f959520-e15e-45c2-bc29-ef3c19154d1c.png,793,933,229,354,trophozoite
213,malaria/images/9f959520-e15e-45c2-bc29-ef3c19154d1c.png,1378,1523,824,940,trophozoite
214,malaria/images/9f959520-e15e-45c2-bc29-ef3c19154d1c.png,230,350,476,617,trophozoite
215,malaria/images/9f959520-e15e-45c2-bc29-ef3c19154d1c.png,491,630,883,1014,trophozoite
216,malaria/images/9f959520-e15e-45c2-bc29-ef3c19154d1c.png,744,860,409,560,trophozoite
217,malaria/images/187f92b2-71ed-484a-9bd3-599ca0d2636f.png,1295,1457,691,812,difficult
218,malaria/images/e726dac6-f962-449c-acff-4dd56847b685.png,782,910,406,551,trophozoite
219,malaria/images/e726dac6-f962-449c-acff-4dd56847b685.png,1322,1442,973,1087,trophozoite
220,malaria/images/e726dac6-f962-449c-acff-4dd56847b685.png,1322,1534,603,744,trophozoite
221,malaria/images/e726dac6-f962-449c-acff-4dd56847b685.png,357,475,325,458,trophozoite
222,malaria/images/e726dac6-f962-449c-acff-4dd56847b685.png,809,935,777,875,trophozoite
223,malaria/images/98c25ffe-c329-420a-bc22-b082f565eac9.png,1141,1294,883,1060,difficult
224,malaria/images/9af4b8ae-c912-41fd-b4c0-34864c75360f.png,788,947,36,159,difficult
225,malaria/images/9af4b8ae-c912-41fd-b4c0-34864c75360f.png,539,711,903,1019,difficult
226,malaria/images/6bb4892c-27a9-4642-aba1-4b73f38f757c.png,1307,1443,471,610,gametocyte
227,malaria/images/9a1cd456-310c-47b6-a1f8-0fbd8e33d1fd.png,662,824,80,218,difficult
228,malaria/images/ae779806-6d01-4dc6-89df-294c368db6bc.png,1002,1139,667,835,trophozoite
229,malaria/images/e234ce8b-4ec4-4d93-9068-d7854d77ddf4.png,1305,1465,108,276,difficult
230,malaria/images/e234ce8b-4ec4-4d93-9068-d7854d77ddf4.png,949,1093,401,569,difficult
231,malaria/images/dfc026a9-079f-4f45-8666-e0ccba5bb437.png,1217,1340,990,1117,ring
232,malaria/images/a6aa3b72-2970-4c78-b655-ea8dfe6e018c.png,364,492,768,945,trophozoite
233,malaria/images/a6aa3b72-2970-4c78-b655-ea8dfe6e018c.png,814,945,50,267,schizont
234,malaria/images/a6aa3b72-2970-4c78-b655-ea8dfe6e018c.png,1088,1299,1020,1149,trophozoite
235,malaria/images/92e4fd7b-79ef-49c2-a52b-9ef13dd720ef.png,204,334,817,938,difficult
236,malaria/images/29dc8176-dfe1-40e0-8247-2dc3c530057e.png,595,750,787,974,leukocyte
237,malaria/images/ae17a099-18b5-4a42-a901-850ea056423e.png,594,708,87,218,ring
238,malaria/images/ae17a099-18b5-4a42-a901-850ea056423e.png,825,953,734,862,ring
239,malaria/images/ae17a099-18b5-4a42-a901-850ea056423e.png,498,625,1033,1138,ring
240,malaria/images/91827f1a-9b04-4ef0-972c-12e90e60c516.png,141,292,518,678,schizont
241,malaria/images/29539cb0-1c52-46b2-9302-552f8349dc71.png,1116,1224,199,297,leukocyte
242,malaria/images/29539cb0-1c52-46b2-9302-552f8349dc71.png,1290,1448,329,467,trophozoite
243,malaria/images/29539cb0-1c52-46b2-9302-552f8349dc71.png,1358,1514,390,544,trophozoite
244,malaria/images/29539cb0-1c52-46b2-9302-552f8349dc71.png,907,1036,950,1129,trophozoite
245,malaria/images/29539cb0-1c52-46b2-9302-552f8349dc71.png,675,818,474,616,trophozoite
246,malaria/images/29539cb0-1c52-46b2-9302-552f8349dc71.png,247,388,249,401,trophozoite
247,malaria/images/04628a94-b674-469b-aff6-b476b70df87d.png,451,588,753,899,schizont
248,malaria/images/ef815e3a-02a6-4cf8-9262-45bc74c50b00.png,603,708,508,610,leukocyte
249,malaria/images/ef815e3a-02a6-4cf8-9262-45bc74c50b00.png,755,918,1031,1176,trophozoite
250,malaria/images/ef815e3a-02a6-4cf8-9262-45bc74c50b00.png,100,246,421,515,trophozoite
251,malaria/images/21c2a8aa-407c-4569-8212-96fcafa84138.png,1322,1479,836,964,trophozoite
252,malaria/images/21c2a8aa-407c-4569-8212-96fcafa84138.png,85,257,685,810,trophozoite
253,malaria/images/21c2a8aa-407c-4569-8212-96fcafa84138.png,531,647,270,431,gametocyte
254,malaria/images/d3ed519e-2152-4e30-838d-a3ea23be512f.png,837,1018,504,635,difficult
255,malaria/images/6e7ed596-1b76-4998-8147-a846d53d91c5.png,998,1152,550,699,schizont
256,malaria/images/261562a8-ffd8-4e0e-919b-22e267000b74.png,308,480,779,942,schizont
257,malaria/images/e3a4b3e7-9500-4b6c-a402-b6d3f45e714b.png,638,796,165,308,schizont
258,malaria/images/e3a4b3e7-9500-4b6c-a402-b6d3f45e714b.png,1407,1554,256,379,schizont
259,malaria/images/239f17eb-a2e2-47e9-82e3-fa0d9a70fb9f.png,503,682,583,736,trophozoite
260,malaria/images/239f17eb-a2e2-47e9-82e3-fa0d9a70fb9f.png,1016,1196,836,1029,trophozoite
261,malaria/images/d997337e-e4a8-4ef0-b8ba-975e6c43b62c.png,1121,1268,964,1110,schizont
262,malaria/images/d997337e-e4a8-4ef0-b8ba-975e6c43b62c.png,476,615,61,224,difficult
263,malaria/images/53afd70c-08a7-4b9a-b137-7003b2ecbeab.png,952,1070,835,959,trophozoite
264,malaria/images/53afd70c-08a7-4b9a-b137-7003b2ecbeab.png,1013,1114,711,831,difficult
265,malaria/images/3859deaf-6ae1-49a3-9051-898d0f0d7de6.png,759,892,625,794,trophozoite
266,malaria/images/b4261fa5-876d-48ea-b6da-ec7ca5b48fe2.png,180,312,259,379,trophozoite
267,malaria/images/b4261fa5-876d-48ea-b6da-ec7ca5b48fe2.png,1303,1444,939,1097,trophozoite
268,malaria/images/b9ccf7ca-953f-4832-9575-5e70b2a8c224.png,1397,1540,359,498,trophozoite
269,malaria/images/b9ccf7ca-953f-4832-9575-5e70b2a8c224.png,304,425,875,1018,trophozoite
270,malaria/images/26799d2b-a289-4eff-9218-0aad77e05e41.png,409,569,262,418,schizont
271,malaria/images/d1617cf7-eb56-42ee-85af-66c4748753c0.png,500,668,901,1059,schizont
272,malaria/images/09ecf7be-28e2-4531-b9e2-07e01c44097d.png,1244,1358,571,682,ring
273,malaria/images/e3ea07d7-884a-412e-874a-40fd6b856736.png,301,468,728,862,ring
274,malaria/images/f91670db-be74-474c-bd72-68120aed4756.png,942,1067,246,359,ring
275,malaria/images/f91670db-be74-474c-bd72-68120aed4756.png,540,662,886,1017,ring
